IncidentNum,ReportedDateTime,ReportedYear,ReportedMonth,Location,WeaponUsed,ALD,NSP,POLICE,TRACT,WARD,ZIP,RoughX,RoughY,Arson,AssaultOffense,Burglary,CriminalDamage,Homicide,LockedVehicle,Robbery,SexOffense,Theft,VehicleTheft
200400034,2020-02-09 02:00:00,2020,2,1426 W DAKOTA ST,"PERSONAL WEAPON,ASPHYXIATION",14.0,17.0,6,18700.0,290.0,53215.0,2553780.701,368399.359,0,1,0,0,0,0,0,0,0,0
200400025,2020-02-09 01:30:00,2020,2,541 N 33RD ST,PERSONAL WEAPON,4.0,14.0,3,13400.0,197.0,53208.0,2546652.584,384339.394,0,1,0,0,0,0,0,0,0,0
200400032,2020-02-09 00:30:00,2020,2,1019 W MADISON ST,PERSONAL WEAPON,12.0,16.0,2,16400.0,236.0,53204.0,2555184.914,377957.874,0,1,0,0,0,0,0,0,0,0
200390129,2020-02-08 20:30:00,2020,2,1835 S 25TH ST,LETHAL CUTTING INSTRUMENT,8.0,15.0,2,17000.0,222.0,53204.0,2549592.119,375351.595,0,1,0,0,0,0,0,0,0,0
200390114,2020-02-08 18:42:00,2020,2,5623 W LISBON AV,"FIREARM,HANDGUN",10.0,5.0,3,5900.0,165.0,53210.0,2538972.218,394957.515,0,0,0,0,0,0,1,0,0,0
200390136,2020-02-08 14:00:00,2020,2,5961 N 63RD ST,PERSONAL WEAPON,9.0,2.0,4,1200.0,24.0,53218.0,2536718.525,416429.983,0,1,0,0,0,0,0,0,0,0
200390076,2020-02-08 13:30:00,2020,2,3245 N 51ST BL,PERSONAL WEAPON,7.0,5.0,7,5000.0,97.0,53216.0,2540398.101,399114.873,0,1,0,0,0,0,0,0,0,0
200390071,2020-02-08 12:30:00,2020,2,900 S 23RD ST,FIREARM,8.0,15.0,2,15800.0,321.0,53204.0,2550253.109,379454.567,0,0,0,0,0,0,1,0,0,0
200390050,2020-02-08 09:10:00,2020,2,3424 W HIGHLAND BL,PERSONAL WEAPON,4.0,14.0,3,13600.0,199.0,53208.0,2546593.218,387396.081,0,1,0,0,0,0,0,0,0,0
200390033,2020-02-08 03:45:00,2020,2,2463 N 21ST ST,HANDGUN,15.0,9.0,3,185400.0,149.0,53206.0,2550811.531,393982.341,0,1,0,0,1,0,0,0,0,0
200390031,2020-02-08 03:10:00,2020,2,2507 S 10TH ST,"PERSONAL WEAPON,ASPHYXIATION",12.0,17.0,2,18600.0,323.0,53215.0,2555098.493,371075.906,0,1,0,0,0,0,0,0,0,0
200390017,2020-02-08 01:16:37,2020,2,6300 W KAUL AV,PERSONAL WEAPON,9.0,2.0,4,1200.0,24.0,53218.0,2536713.113,417609.232,0,1,0,0,0,0,0,0,0,0
200390007,2020-02-08 00:04:00,2020,2,5812 N 94TH ST,NONE,2.0,19.0,4,502.0,31.0,53225.0,2526069.765,415561.119,0,1,0,0,0,0,0,0,0,0
200380155,2020-02-07 21:36:00,2020,2,713 S 34TH ST,PERSONAL WEAPON,8.0,15.0,2,16000.0,215.0,53215.0,2546459.76,379797.752,0,1,0,0,0,0,0,0,0,0
200380151,2020-02-07 21:32:00,2020,2,1826 N 26TH ST,HANDGUN,15.0,12.0,3,185800.0,173.0,53205.0,2548870.69,390653.682,0,1,0,0,0,0,0,0,0,0
200390049,2020-02-07 20:00:00,2020,2,4146 N 21ST ST,PERSONAL WEAPON,1.0,4.0,5,4300.0,60.0,53209.0,2550701.134,404501.006,0,1,0,0,0,0,0,0,0,0
200380133,2020-02-07 19:45:00,2020,2,5557 N LONG ISLAND DR,FIREARM,1.0,3.0,4,2200.0,55.0,53209.0,2550389.658,414176.535,0,1,0,0,0,0,0,0,0,0
200380112,2020-02-07 17:55:00,2020,2,5428 W NORTH AV,LETHAL CUTTING INSTRUMENT,10.0,5.0,3,9300.0,166.0,53208.0,2539605.359,393106.507,0,0,0,0,0,0,1,0,0,0
200380119,2020-02-07 16:40:00,2020,2,5217 N 66TH ST,HANDGUN,2.0,2.0,4,1800.0,43.0,53218.0,2535735.53,411772.321,0,0,0,0,0,0,1,0,0,0
200380096,2020-02-07 16:38:00,2020,2,507 W VIENNA AV,PERSONAL WEAPON,6.0,6.0,5,4400.0,119.0,53212.0,2556681.414,402579.462,0,1,0,0,0,0,0,0,0,0
200380073,2020-02-07 13:27:00,2020,2,3401 N 11TH ST,PERSONAL WEAPON,6.0,4.0,5,6800.0,116.0,53206.0,2554374.61,400124.439,0,1,0,0,0,0,0,0,0,0
200380006,2020-02-07 00:00:00,2020,2,1242 W HIGHLAND AV,BLUNT OBJECT,4.0,12.0,3,14600.0,189.0,53233.0,2554092.108,387525.851,0,0,0,0,0,0,1,0,0,0
200370130,2020-02-06 17:30:00,2020,2,1552 W WALKER ST,PERSONAL WEAPON,12.0,16.0,2,15700.0,228.0,53204.0,2553378.862,379404.135,0,1,0,0,0,0,0,0,0,0
200370111,2020-02-06 17:20:00,2020,2,3004 W WELLS ST,OTHER,4.0,14.0,3,13500.0,198.0,53208.0,2547827.969,385872.447,0,1,0,0,0,0,0,0,0,0
200370016,2020-02-06 02:35:00,2020,2,5329 N TEUTONIA AV,HANDGUN,1.0,3.0,4,2100.0,53.0,53209.0,2547393.092,411956.257,0,1,0,0,0,0,0,0,0,0
200370012,2020-02-06 01:00:00,2020,2,2511 N BUFFUM ST,PERSONAL WEAPON,6.0,6.0,5,8100.0,139.0,53212.0,2559408.418,394757.53,0,1,0,0,0,0,0,0,0,0
200360175,2020-02-05 22:45:00,2020,2,3402 N 16TH ST,PERSONAL WEAPON,6.0,4.0,5,6800.0,113.0,53206.0,2552731.224,400114.94,0,1,0,0,0,0,0,0,0,0
200360152,2020-02-05 20:30:00,2020,2,530 N 27TH ST,PERSONAL WEAPON,4.0,14.0,3,14900.0,196.0,53208.0,2548662.597,384381.438,0,0,0,0,0,0,1,0,0,0
200360138,2020-02-05 18:58:27,2020,2,2901 W NORTH AV,HANDGUN,15.0,8.0,3,9800.0,150.0,53208.0,2547865.999,393282.685,0,0,0,0,0,0,1,0,0,0
200360129,2020-02-05 18:15:00,2020,2,3626 W FOND DU LAC AV,PERSONAL WEAPON,7.0,5.0,7,4800.0,104.0,53216.0,2545428.207,398843.551,0,1,0,0,0,0,0,0,0,0
200360130,2020-02-05 17:00:00,2020,2,2824 N 36TH ST,BLUNT OBJECT,15.0,5.0,7,6200.0,153.0,53210.0,2545461.382,396549.126,0,1,0,0,0,0,0,0,0,0
200360093,2020-02-05 14:33:40,2020,2,5770 N 91ST ST,PERSONAL WEAPON,2.0,2.0,4,1500.0,30.0,53225.0,2527055.079,414908.587,0,1,0,0,0,0,0,0,0,0
200360098,2020-02-05 12:15:00,2020,2,2419 S 8TH ST,HANDGUN,14.0,17.0,2,17600.0,251.0,53215.0,2556059.595,371850.747,0,0,0,0,0,0,1,0,0,0
200360087,2020-02-05 10:22:35,2020,2,1515 W LAPHAM BL,NONE,12.0,16.0,2,16800.0,231.0,53204.0,2553395.487,376518.714,0,1,0,0,0,0,0,0,0,0
200360041,2020-02-05 08:50:00,2020,2,2747 N 16TH ST,PERSONAL WEAPON,15.0,10.0,5,8600.0,147.0,53206.0,2552248.447,395992.896,0,1,0,0,0,0,0,0,0,0
200360021,2020-02-05 04:30:00,2020,2,1543 S 10TH ST,FIREARM,12.0,16.0,2,16400.0,237.0,53204.0,2555194.739,377189.207,0,0,0,0,0,0,1,0,0,0
200360015,2020-02-05 01:00:00,2020,2,1345 W LOCUST ST,BLUNT OBJECT,15.0,4.0,5,8500.0,146.0,53206.0,2553740.047,397300.993,0,1,0,0,0,0,1,0,0,0
200360009,2020-02-05 00:50:00,2020,2,1423 W COLUMBIA ST,PERSONAL WEAPON,6.0,4.0,5,6600.0,112.0,53206.0,2553276.898,398338.427,0,1,0,0,0,0,0,0,0,0
200360006,2020-02-05 00:37:00,2020,2,4709 N 36TH ST,"PERSONAL WEAPON,ASPHYXIATION",7.0,1.0,7,2600.0,64.0,53209.0,2545330.915,408519.485,0,1,0,0,0,0,0,0,0,0
200350149,2020-02-04 21:15:00,2020,2,907 W GREENFIELD AV,LETHAL CUTTING INSTRUMENT,12.0,16.0,2,16400.0,237.0,53204.0,2555573.2,377591.447,0,0,0,0,0,0,1,0,0,0
200350121,2020-02-04 17:20:00,2020,2,401 E CAPITOL DR,NONE,6.0,7.0,5,4400.0,124.0,53212.0,2558987.437,404004.853,0,1,0,0,0,0,0,0,0,0
200350126,2020-02-04 16:30:00,2020,2,454 N 39TH ST,PERSONAL WEAPON,10.0,14.0,3,13300.0,214.0,53208.0,2544645.977,383810.706,0,1,0,0,0,0,0,0,0,0
200350103,2020-02-04 16:01:46,2020,2,4216 W FLORIST AV,PERSONAL WEAPON,1.0,2.0,4,1100.0,21.0,53209.0,2543347.007,417236.496,0,1,0,0,0,0,0,0,0,0
200350096,2020-02-04 15:40:00,2020,2,2846 N BREMEN ST,PERSONAL WEAPON,3.0,7.0,5,7900.0,138.0,53212.0,2561021.818,396776.425,0,1,0,0,0,0,0,0,0,0
200350060,2020-02-04 11:45:00,2020,2,3201 N 35TH ST,LETHAL CUTTING INSTRUMENT,7.0,5.0,7,4800.0,104.0,53216.0,2545746.108,399216.372,0,1,0,0,0,0,0,0,0,0
200350039,2020-02-04 09:30:00,2020,2,3102 W CAMERON AV,LETHAL CUTTING INSTRUMENT,1.0,2.0,7,2400.0,54.0,53209.0,2546982.287,410283.404,0,1,0,0,0,0,0,0,0,0
200350009,2020-02-04 00:00:00,2020,2,2471 W AUER AV,PERSONAL WEAPON,7.0,4.0,5,6400.0,110.0,53206.0,2549417.291,399284.337,0,1,0,0,0,0,0,0,0,0
200350035,2020-02-03 18:42:00,2020,2,3950 W AUER AV,MOTOR VEHICLE,7.0,5.0,7,4800.0,104.0,53216.0,2544470.788,399179.577,0,1,0,0,0,0,0,0,0,0
200340162,2020-02-03 18:00:00,2020,2,2100 W HADLEY ST,HANDGUN,15.0,9.0,5,8700.0,147.0,53206.0,2550774.671,396648.698,0,0,0,0,0,0,1,0,0,0
200340105,2020-02-03 14:20:00,2020,2,2611 W STATE ST,PERSONAL WEAPON,4.0,12.0,3,13700.0,195.0,53233.0,2548983.261,386974.94,0,1,0,0,0,0,0,0,0,0
200340081,2020-02-03 12:20:00,2020,2,1802 W FOREST HOME AV,LETHAL CUTTING INSTRUMENT,12.0,15.0,2,16900.0,230.0,53204.0,2552220.203,374268.893,0,0,0,0,0,0,1,0,0,0
200340099,2020-02-03 12:00:00,2020,2,2561 N 22ND ST,FIREARM,15.0,9.0,3,8700.0,149.0,53206.0,2550467.094,394642.971,0,0,0,0,0,0,1,0,0,0
200340080,2020-02-03 11:50:00,2020,2,920 W NORTH AV,HANDGUN,15.0,10.0,3,185500.0,143.0,53205.0,2555125.679,393368.622,0,0,0,0,0,0,1,0,0,0
200340169,2020-02-03 11:45:00,2020,2,4734 N 31ST ST,PERSONAL WEAPON,1.0,2.0,5,2400.0,63.0,53209.0,2546997.184,408541.643,0,1,0,0,0,0,0,0,0,0
200340026,2020-02-03 03:06:00,2020,2,2410 N 18TH ST,HANDGUN,15.0,10.0,3,185400.0,148.0,53206.0,2551802.653,393987.725,0,1,0,0,0,0,0,0,0,0
200340004,2020-02-02 23:30:00,2020,2,1944 N 21ST ST,OTHER,15.0,12.0,3,185800.0,173.0,53205.0,2550854.293,391250.525,0,1,0,0,0,0,0,0,0,0
200340007,2020-02-02 22:47:00,2020,2,2324 N 16TH ST,NONE,15.0,10.0,3,185500.0,148.0,53206.0,2552468.083,393337.048,0,1,0,0,0,0,1,0,0,0
200330148,2020-02-02 22:40:00,2020,2,2023 W SCOTT ST,PERSONAL WEAPON,8.0,15.0,2,16300.0,225.0,53204.0,2551391.223,378239.818,0,1,0,0,0,0,0,0,0,0
200340012,2020-02-02 22:00:00,2020,2,2840 N 17TH ST,HANDGUN,15.0,10.0,5,8600.0,146.0,53206.0,2551917.692,396657.877,0,1,0,0,0,0,0,0,0,0
200340052,2020-02-02 22:00:00,2020,2,5824 N 62ND ST,PERSONAL WEAPON,9.0,2.0,4,1200.0,24.0,53218.0,2537048.639,415773.254,0,1,0,0,0,0,0,0,0,0
200330146,2020-02-02 21:45:00,2020,2,5117 N 41ST ST,PERSONAL WEAPON,1.0,2.0,7,2500.0,51.0,53209.0,2543740.151,411135.564,0,0,0,0,0,0,1,0,0,0
200330131,2020-02-02 20:00:00,2020,2,740 N 32ND ST,HANDGUN,4.0,14.0,3,13500.0,198.0,53208.0,2546852.02,385288.866,0,1,0,0,0,0,0,0,0,0
200330096,2020-02-02 15:00:00,2020,2,4726 W VILLARD AV,BLUNT OBJECT,1.0,2.0,4,2000.0,49.0,53218.0,2541676.349,411860.339,0,1,0,0,0,0,0,0,0,0
200360004,2020-02-02 14:00:00,2020,2,3220 N 29TH ST,PERSONAL WEAPON,7.0,4.0,5,6300.0,106.0,53216.0,2547757.202,399265.181,0,1,0,0,0,0,0,0,0,0
200330056,2020-02-02 10:30:00,2020,2,2445 N 6TH ST,NONE,6.0,6.0,5,185600.0,142.0,53212.0,2556244.822,394042.476,0,1,0,0,0,0,0,0,0,0
200340039,2020-02-02 06:28:00,2020,2,3127 W WISCONSIN AV,HANDGUN,4.0,14.0,3,13400.0,196.0,53208.0,2547181.157,385293.914,0,0,0,0,1,0,0,0,0,0
200330019,2020-02-02 03:10:00,2020,2,5269 N 26TH ST,PERSONAL WEAPON,1.0,3.0,4,2200.0,55.0,53209.0,2548658.851,412528.315,0,1,0,0,0,0,0,0,0,0
200330020,2020-02-02 01:30:00,2020,2,2342 S 9TH ST,PERSONAL WEAPON,12.0,17.0,2,17600.0,250.0,53215.0,2555730.905,372415.747,0,1,0,0,0,0,0,0,0,0
200330006,2020-02-02 00:20:00,2020,2,2812 N 5TH ST,FIREARM,6.0,6.0,5,185700.0,121.0,53212.0,2556576.646,396705.414,0,1,0,0,0,0,0,0,0,0
200330003,2020-02-01 23:45:00,2020,2,9404 W SILVER SPRING DR,NONE,2.0,19.0,4,502.0,31.0,53225.0,2526067.933,414226.931,0,1,0,0,0,0,0,0,0,0
200320148,2020-02-01 22:06:43,2020,2,3438 N 23RD ST,PERSONAL WEAPON,6.0,4.0,5,6500.0,109.0,53206.0,2550046.326,400842.478,0,1,0,0,0,0,0,0,0,0
200320127,2020-02-01 19:50:00,2020,2,1868 N 40TH ST,FIREARM,15.0,11.0,3,9600.0,169.0,53208.0,2544251.685,390528.793,0,0,0,0,0,0,1,0,0,0
200320150,2020-02-01 19:45:00,2020,2,2366 N 15TH ST,PERSONAL WEAPON,15.0,10.0,3,185500.0,144.0,53206.0,2552797.543,393340.837,0,1,0,0,0,0,0,0,0,0
200320121,2020-02-01 19:41:50,2020,2,4021 N 19TH ST,FIREARM,1.0,4.0,5,4300.0,60.0,53209.0,2551728.212,403929.108,0,1,0,0,0,0,0,0,0,0
200320122,2020-02-01 19:38:00,2020,2,6140 W APPLETON AV,OTHER,10.0,5.0,7,5000.0,164.0,53210.0,2537258.766,397408.296,0,1,0,0,0,0,0,0,0,0
200320118,2020-02-01 18:30:00,2020,2,4079 N 26TH ST,LETHAL CUTTING INSTRUMENT,1.0,4.0,5,4200.0,60.0,53209.0,2548710.267,403937.603,0,1,0,0,0,0,0,0,0,0
200320110,2020-02-01 17:47:00,2020,2,2618 W LINWAL LA,FIREARM,1.0,3.0,7,2300.0,57.0,53209.0,2548666.053,409718.925,0,1,0,0,0,0,0,0,0,0
200320113,2020-02-01 17:20:58,2020,2,11430 W BOBOLINK AV,PERSONAL WEAPON,5.0,19.0,4,303.0,33.0,53225.0,2519453.395,415963.004,0,1,0,0,0,0,0,0,0,0
200320104,2020-02-01 16:45:00,2020,2,4383 N 25TH ST,PERSONAL WEAPON,1.0,4.0,5,4200.0,61.0,53209.0,2548937.057,406077.977,0,0,0,0,0,0,1,0,0,0
200320099,2020-02-01 15:55:00,2020,2,1736 S 7TH ST,NONE,12.0,16.0,2,16700.0,239.0,53204.0,2556324.442,375695.034,0,1,0,0,0,0,0,0,0,0
200320092,2020-02-01 15:00:00,2020,2,5460 N 64TH ST,PERSONAL WEAPON,2.0,2.0,4,1900.0,45.0,53218.0,2536372.241,413671.649,0,1,0,0,0,0,0,0,0,0
200320090,2020-02-01 14:35:00,2020,2,9934 W APPLETON AV,PERSONAL WEAPON,2.0,19.0,4,502.0,31.0,53225.0,2524373.714,414456.039,0,1,0,0,0,0,0,0,0,0
200320087,2020-02-01 14:00:00,2020,2,10295 W FOND DU LAC AV,NONE,5.0,19.0,4,302.0,8.0,53224.0,2523669.031,420953.653,0,1,0,0,0,0,0,0,0,0
200320079,2020-02-01 12:00:00,2020,2,8736 W CARMEN AV,OTHER,2.0,2.0,4,1500.0,30.0,53225.0,2528464.56,415634.974,0,1,0,0,0,0,0,0,0,0
200320054,2020-02-01 09:00:00,2020,2,3531 W HAMPTON AV,FIREARM,7.0,2.0,7,2600.0,64.0,53209.0,2545686.716,409274.483,0,1,0,0,0,0,0,0,0,0
200320032,2020-02-01 04:44:00,2020,2,2535 N 39TH ST,NONE,15.0,5.0,3,6200.0,154.0,53210.0,2544533.411,394532.542,0,1,0,0,0,0,0,0,0,0
200320017,2020-02-01 00:41:00,2020,2,2529 N 22ND ST,PERSONAL WEAPON,15.0,9.0,3,8700.0,149.0,53206.0,2550467.094,394642.971,0,1,0,0,0,0,0,0,0,0
200320009,2020-01-31 23:45:00,2020,1,1302 S 21ST ST,NONE,8.0,15.0,2,16300.0,225.0,53204.0,2551021.465,378229.688,0,1,0,0,0,0,0,0,0,0
200310167,2020-01-31 22:30:00,2020,1,2900 W CLARKE ST,PERSONAL WEAPON,15.0,8.0,3,8900.0,151.0,53210.0,2547814.479,395264.542,0,1,0,0,0,0,0,0,0,0
200310120,2020-01-31 15:55:00,2020,1,4226 N 27TH ST,NONE,1.0,4.0,5,4200.0,61.0,53216.0,2548368.316,405037.957,0,1,0,0,0,0,0,0,0,0
200310127,2020-01-31 15:00:00,2020,1,2841 W HIGHLAND BL,NONE,4.0,14.0,3,13600.0,195.0,53208.0,2548574.205,387439.533,0,1,0,0,0,0,0,0,0,0
200320086,2020-01-31 13:54:00,2020,1,3057 N 53RD ST,NONE,10.0,5.0,7,5000.0,95.0,53210.0,2539775.057,397778.394,0,1,0,0,0,0,0,0,0,0
200310099,2020-01-31 12:00:00,2020,1,2245 N 44TH ST,NONE,15.0,11.0,3,9100.0,157.0,53208.0,2542807.566,392664.502,0,0,0,0,0,0,1,0,0,0
200310073,2020-01-31 11:00:00,2020,1,6227 W LISBON AV,PERSONAL WEAPON,10.0,5.0,7,5900.0,164.0,53210.0,2537074.243,396243.974,0,1,0,0,0,0,0,0,0,0
200310057,2020-01-31 10:15:00,2020,1,1911 S 6TH ST,LETHAL CUTTING INSTRUMENT,12.0,16.0,2,16700.0,239.0,53204.0,2556681.07,375079.42,0,1,0,0,0,0,0,0,0,0
200310058,2020-01-31 10:02:00,2020,1,1612 S 7TH ST,PERSONAL WEAPON,12.0,16.0,2,16700.0,237.0,53204.0,2556325.983,376553.026,0,1,0,0,0,0,0,0,0,0
200310064,2020-01-31 06:00:00,2020,1,2500 W CENTER ST,PERSONAL WEAPON,15.0,9.0,5,8800.0,147.0,53206.0,2549129.92,395967.584,0,1,0,0,0,0,0,0,0,0
200310023,2020-01-31 04:50:00,2020,1,4252 N TEUTONIA AV,HANDGUN,1.0,4.0,5,4300.0,61.0,53209.0,2550054.95,405109.207,0,1,0,0,0,0,0,0,0,0
200310017,2020-01-31 03:14:00,2020,1,3269 N 25TH ST,FIREARM,7.0,4.0,5,6500.0,110.0,53206.0,2549087.294,399282.904,0,1,0,0,0,0,0,0,0,0
200310020,2020-01-31 03:00:00,2020,1,2839 N 12TH ST,NONE,15.0,10.0,5,8500.0,143.0,53206.0,2553958.32,396669.409,0,1,0,0,0,0,0,0,0,0
200310010,2020-01-31 01:40:00,2020,1,2231 N TEUTONIA AV,HANDGUN,15.0,10.0,3,185500.0,144.0,53205.0,2553917.267,392941.386,0,0,0,0,0,0,1,0,0,0
200310009,2020-01-31 00:55:00,2020,1,3944 W VLIET ST,HANDGUN,15.0,11.0,3,9600.0,169.0,53208.0,2544658.63,388887.392,0,0,0,0,0,0,1,0,0,0
200310026,2020-01-31 00:30:00,2020,1,2400 N 9TH ST,PERSONAL WEAPON,15.0,10.0,3,185500.0,143.0,53206.0,2555114.319,394027.752,0,0,0,0,0,0,1,0,0,0
200310014,2020-01-31 00:01:00,2020,1,6548 N BOURBON ST,PERSONAL WEAPON,2.0,19.0,4,302.0,32.0,53224.0,2522792.798,420131.087,0,1,0,0,0,0,0,0,0,0
200310006,2020-01-31 00:00:00,2020,1,1432 S 8TH ST,HANDGUN,12.0,16.0,2,16500.0,237.0,53204.0,2555954.788,377601.066,0,0,0,0,0,0,1,0,0,0
200300148,2020-01-30 21:39:00,2020,1,2800 W LISBON AV,BLUNT OBJECT,15.0,11.0,3,9700.0,170.0,53208.0,2548220.831,390753.451,0,0,0,0,0,0,1,0,0,0
200300141,2020-01-30 21:35:00,2020,1,1202 S 37TH ST,"LETHAL CUTTING INSTRUMENT,PERSONAL WEAPON",8.0,15.0,2,16100.0,216.0,53215.0,2545520.892,378059.981,0,1,0,0,0,0,0,0,0,0
200310034,2020-01-30 21:00:00,2020,1,835 N 23RD ST,PERSONAL WEAPON,4.0,14.0,3,14800.0,194.0,53233.0,2550270.881,385921.569,0,1,0,0,0,0,0,0,0,0
200300127,2020-01-30 19:30:00,2020,1,109 W HADLEY ST,PERSONAL WEAPON,6.0,6.0,5,185700.0,141.0,53212.0,2558163.139,396729.809,0,1,0,0,0,0,0,0,0,0
200300061,2020-01-30 12:00:00,2020,1,5415 N 61ST ST,PERSONAL WEAPON,2.0,2.0,4,1900.0,45.0,53218.0,2537357.488,413298.942,0,1,0,0,0,0,0,0,0,0
200300085,2020-01-30 09:00:00,2020,1,3124 W ST PAUL AV,PERSONAL WEAPON,4.0,14.0,3,13400.0,196.0,53208.0,2547321.33,383853.474,0,1,0,0,0,0,0,0,0,0
200300034,2020-01-30 07:36:00,2020,1,5066 N SHERMAN BL,"FIREARM,PERSONAL WEAPON",1.0,2.0,7,2500.0,50.0,53209.0,2543013.885,410555.5,0,1,0,0,0,0,0,0,0,0
200300027,2020-01-30 03:25:00,2020,1,3836 N 24TH PL,BLUNT OBJECT,6.0,4.0,5,4700.0,108.0,53206.0,2549312.002,402626.161,0,1,0,0,0,0,0,0,0,0
200290155,2020-01-29 22:10:00,2020,1,1625 W GREENFIELD AV,UNKNOWN,12.0,15.0,2,16300.0,229.0,53204.0,2552769.56,377520.695,0,0,0,0,0,0,1,0,0,0
200300044,2020-01-29 21:00:00,2020,1,3124 W ST PAUL AV,LETHAL CUTTING INSTRUMENT,4.0,14.0,3,13400.0,196.0,53208.0,2547321.33,383853.474,0,1,0,0,0,0,0,0,0,0
200290143,2020-01-29 20:35:00,2020,1,209 W ORCHARD ST,NONE,12.0,16.0,2,16500.0,240.0,53204.0,2558234.027,377295.331,0,1,0,0,0,0,0,0,0,0
200320076,2020-01-29 20:30:00,2020,1,6213 W APPLETON AV,"ASPHYXIATION,PERSONAL WEAPON",10.0,5.0,7,5000.0,164.0,53210.0,2537130.198,397551.665,0,1,0,0,0,0,0,0,0,0
200290132,2020-01-29 19:15:00,2020,1,4848 N 20TH ST,"FIREARM,HANDGUN",1.0,3.0,7,2300.0,57.0,53209.0,2550906.24,409319.088,0,0,0,0,0,0,1,0,0,0
200290110,2020-01-29 17:30:00,2020,1,4130 N GREEN BAY AV,PERSONAL WEAPON,1.0,4.0,5,4300.0,59.0,53209.0,2554486.607,404727.043,0,1,0,0,0,0,0,0,0,0
200310139,2020-01-29 17:00:00,2020,1,1729 W CENTER ST,PERSONAL WEAPON,15.0,10.0,3,8600.0,147.0,53206.0,2551927.54,395990.997,0,1,0,0,0,0,0,0,0,0
200290106,2020-01-29 16:37:00,2020,1,4368 N 49TH ST,BLUNT OBJECT,7.0,1.0,7,4000.0,69.0,53216.0,2540960.268,405764.611,0,1,0,0,0,0,0,0,0,0
200290122,2020-01-29 14:25:00,2020,1,4840 W FOND DU LAC AV,PERSONAL WEAPON,7.0,5.0,7,3800.0,99.0,53216.0,2541427.656,402885.692,0,1,0,0,0,0,0,0,0,0
200290061,2020-01-29 12:00:00,2020,1,2015 W ATKINSON AV,PERSONAL WEAPON,1.0,4.0,5,4300.0,60.0,53209.0,2551033.66,404201.576,0,1,0,0,0,0,0,0,0,0
200290055,2020-01-29 11:00:00,2020,1,2253 S 19TH ST,PERSONAL WEAPON,12.0,17.0,2,17400.0,257.0,53215.0,2551858.209,373029.677,0,1,0,0,0,0,0,0,0,0
